time,load_shortfall_3h
2018-01-01 00:00:00,9508.255032525816
2018-01-01 03:00:00,8700.911447558174
2018-01-01 06:00:00,9890.058732380121
2018-01-01 09:00:00,9882.794459939778
2018-01-01 12:00:00,8734.268256481404
2018-01-01 15:00:00,8534.28917481205
2018-01-01 18:00:00,8259.273542054014
2018-01-01 21:00:00,8010.762588140838
2018-01-02 00:00:00,7947.529968206834
2018-01-02 03:00:00,9073.458284499868
2018-01-02 06:00:00,9963.436240858038
2018-01-02 09:00:00,10379.169477183623
2018-01-02 12:00:00,8047.338934954165
2018-01-02 15:00:00,10107.006121183
2018-01-02 18:00:00,11021.421664496267
2018-01-02 21:00:00,10452.69321837787
2018-01-03 00:00:00,10306.35989919266
2018-01-03 03:00:00,10649.088604675795
2018-01-03 06:00:00,10558.627798791345
2018-01-03 09:00:00,11341.243272210771
2018-01-03 12:00:00,10187.482679541428
2018-01-03 15:00:00,9199.227024980888
2018-01-03 18:00:00,10809.816229655795
2018-01-03 21:00:00,10729.860538714263
2018-01-04 00:00:00,10524.492704347318
2018-01-04 03:00:00,11785.545009734284
2018-01-04 06:00:00,11740.148685494049
2018-01-04 09:00:00,10705.17896720308
2018-01-04 12:00:00,10767.687826644138
2018-01-04 15:00:00,10386.959907135395
2018-01-04 18:00:00,9191.274995899063
2018-01-04 21:00:00,9007.287401369016
2018-01-05 00:00:00,9563.993028125564
2018-01-05 03:00:00,9547.694036497087
2018-01-05 06:00:00,8689.363783263396
2018-01-05 09:00:00,7632.332353804469
2018-01-05 12:00:00,8033.741957846407
2018-01-05 15:00:00,8869.957303476835
2018-01-05 18:00:00,9181.793691347557
2018-01-05 21:00:00,9033.384040432422
2018-01-06 00:00:00,7924.120650749095
2018-01-06 03:00:00,9600.173286964984
2018-01-06 06:00:00,9555.07998372356
2018-01-06 09:00:00,9120.833210465322
2018-01-06 12:00:00,11125.277184863513
2018-01-06 15:00:00,11702.98608266123
2018-01-06 18:00:00,11192.10063164806
2018-01-06 21:00:00,11241.864348450912
2018-01-07 00:00:00,10461.146473218094
2018-01-07 03:00:00,10806.96474722387
2018-01-07 06:00:00,11130.24402279829
2018-01-07 09:00:00,10061.460096589031
2018-01-07 12:00:00,9865.986434535107
2018-01-07 15:00:00,9841.776353768148
2018-01-07 18:00:00,10283.950243958936
2018-01-07 21:00:00,11488.370052871405
2018-01-08 00:00:00,9719.300122666225
2018-01-08 03:00:00,9848.279102669445
2018-01-08 06:00:00,10684.43485854357
2018-01-08 09:00:00,9161.592455016169
2018-01-08 12:00:00,10430.833598750794
2018-01-08 15:00:00,12294.98598157523
2018-01-08 18:00:00,11444.168164983135
2018-01-08 21:00:00,11719.940622318507
2018-01-09 00:00:00,11837.267074770745
2018-01-09 03:00:00,9795.431171402164
2018-01-09 06:00:00,10873.557172312758
2018-01-09 09:00:00,10307.47456123105
2018-01-09 12:00:00,10229.59051845897
2018-01-09 15:00:00,9381.44241209464
2018-01-09 18:00:00,9920.250301599943
2018-01-09 21:00:00,9688.507594172279
2018-01-10 00:00:00,10608.00076864205
2018-01-10 03:00:00,10069.861198050095
2018-01-10 06:00:00,9840.016427716413
2018-01-10 09:00:00,10440.96280343359
2018-01-10 12:00:00,9756.282359911575
2018-01-10 15:00:00,8057.130298699165
2018-01-10 18:00:00,8354.503995661582
2018-01-10 21:00:00,8358.410876309172
2018-01-11 00:00:00,8446.1019580123
2018-01-11 03:00:00,8831.77704881639
2018-01-11 06:00:00,8135.174337950046
2018-01-11 09:00:00,8273.527269559972
2018-01-11 12:00:00,6594.726446857618
2018-01-11 15:00:00,7205.018645324414
2018-01-11 18:00:00,8637.712599982344
2018-01-11 21:00:00,8403.222417932628
2018-01-12 00:00:00,9963.351320913362
2018-01-12 03:00:00,8999.638663151356
2018-01-12 06:00:00,9864.5319798616
2018-01-12 09:00:00,8947.94201211797
2018-01-12 12:00:00,10787.660358053568
2018-01-12 15:00:00,11008.40499530121
2018-01-12 18:00:00,11145.222613982964
2018-01-12 21:00:00,10426.928103256205
2018-01-13 00:00:00,10521.001811774431
2018-01-13 03:00:00,11478.065608712146
2018-01-13 06:00:00,10375.952062840375
2018-01-13 09:00:00,9691.297293748974
2018-01-13 12:00:00,9982.437646081204
2018-01-13 15:00:00,10799.776122772793
2018-01-13 18:00:00,11014.822600592719
2018-01-13 21:00:00,8093.293886072011
2018-01-14 00:00:00,8261.46224760491
2018-01-14 03:00:00,9931.797689855603
2018-01-14 06:00:00,8520.56949049016
2018-01-14 09:00:00,9061.784278729847
2018-01-14 12:00:00,9159.494822638806
2018-01-14 15:00:00,10364.315753132034
2018-01-14 18:00:00,9168.099111321866
2018-01-14 21:00:00,8716.719020823964
2018-01-15 00:00:00,9463.041263390038
2018-01-15 03:00:00,9665.312847403053
2018-01-15 06:00:00,10717.662971963893
2018-01-15 09:00:00,9969.115011089396
2018-01-15 12:00:00,11188.184304912444
2018-01-15 15:00:00,10597.243581339946
2018-01-15 18:00:00,9460.675779523242
2018-01-15 21:00:00,9218.502426992527
2018-01-16 00:00:00,10070.731169941575
2018-01-16 03:00:00,10928.661704141023
2018-01-16 06:00:00,10383.56011105068
2018-01-16 09:00:00,10087.608735804833
2018-01-16 12:00:00,10278.514784844061
2018-01-16 15:00:00,10386.996310856055
2018-01-16 18:00:00,10241.156785289983
2018-01-16 21:00:00,9482.97664144834
2018-01-17 00:00:00,8704.608055027062
2018-01-17 03:00:00,8296.92240677005
2018-01-17 06:00:00,8899.090299035
2018-01-17 09:00:00,9598.038838458442
2018-01-17 12:00:00,10310.171943790856
2018-01-17 15:00:00,10605.672857952222
2018-01-17 18:00:00,10080.842130465264
2018-01-17 21:00:00,10784.873635580043
2018-01-18 00:00:00,10990.510727479139
2018-01-18 03:00:00,12088.48442563235
2018-01-18 06:00:00,9659.975891656357
2018-01-18 09:00:00,10461.784898118669
2018-01-18 12:00:00,11293.00682957441
2018-01-18 15:00:00,11028.297026376682
2018-01-18 18:00:00,10674.99642145755
2018-01-18 21:00:00,10976.40385422639
2018-01-19 00:00:00,10258.161781076795
2018-01-19 03:00:00,10883.663856548194
2018-01-19 06:00:00,10168.12833285864
2018-01-19 09:00:00,10297.921589909149
2018-01-19 12:00:00,10089.132075455398
2018-01-19 15:00:00,10646.158701502365
2018-01-19 18:00:00,9669.051225842539
2018-01-19 21:00:00,8327.782106517598
2018-01-20 00:00:00,10311.051529346536
2018-01-20 03:00:00,9506.615052336765
2018-01-20 06:00:00,10479.185726918506
2018-01-20 09:00:00,9345.58623976971
2018-01-20 12:00:00,9255.725363698992
2018-01-20 15:00:00,9549.304788370244
2018-01-20 18:00:00,9120.361690385293
2018-01-20 21:00:00,9304.524562423045
2018-01-21 00:00:00,9020.79610681859
2018-01-21 03:00:00,8658.263799829818
2018-01-21 06:00:00,9529.764805963921
2018-01-21 09:00:00,9694.786807236529
2018-01-21 12:00:00,9963.270023070147
2018-01-21 15:00:00,10399.838584400304
2018-01-21 18:00:00,10032.846608649572
2018-01-21 21:00:00,11216.143435684327
2018-01-22 00:00:00,11365.18219799782
2018-01-22 03:00:00,10961.374123115766
2018-01-22 06:00:00,10519.82150149028
2018-01-22 09:00:00,10755.70158288957
2018-01-22 12:00:00,9580.640627404644
2018-01-22 15:00:00,10642.354727420867
2018-01-22 18:00:00,10023.732265957853
2018-01-22 21:00:00,9979.406220855728
2018-01-23 00:00:00,9791.67759307007
2018-01-23 03:00:00,9835.29607836722
2018-01-23 06:00:00,11186.379681189885
2018-01-23 09:00:00,10953.259850363109
2018-01-23 12:00:00,12194.520167980654
2018-01-23 15:00:00,11284.541048257053
2018-01-23 18:00:00,11632.392468118658
2018-01-23 21:00:00,10699.170364245685
2018-01-24 00:00:00,10509.839100219526
2018-01-24 03:00:00,10167.497210695536
2018-01-24 06:00:00,10136.039724319737
2018-01-24 09:00:00,10910.02877585333
2018-01-24 12:00:00,11321.167393431355
2018-01-24 15:00:00,12416.856175059891
2018-01-24 18:00:00,11740.227753415034
2018-01-24 21:00:00,11545.206261163781
2018-01-25 00:00:00,10933.215998693822
2018-01-25 03:00:00,11116.178510630807
2018-01-25 06:00:00,11504.714546623218
2018-01-25 09:00:00,11120.108316782454
2018-01-25 12:00:00,10155.100773877912
2018-01-25 15:00:00,11308.054598905394
2018-01-25 18:00:00,9120.903784677917
2018-01-25 21:00:00,10554.418012584332
2018-01-26 00:00:00,9866.303726895
2018-01-26 03:00:00,9227.678271793058
2018-01-26 06:00:00,8753.237950085928
2018-01-26 09:00:00,7149.760244698389
2018-01-26 12:00:00,7620.357200451022
2018-01-26 15:00:00,6465.961996034138
2018-01-26 18:00:00,7321.729990691432
2018-01-26 21:00:00,10232.315590814695
2018-01-27 00:00:00,8787.685114750842
2018-01-27 03:00:00,8411.729813224149
2018-01-27 06:00:00,9087.943563052868
2018-01-27 09:00:00,10181.461958553435
2018-01-27 12:00:00,11114.319160050421
2018-01-27 15:00:00,11248.39647768645
2018-01-27 18:00:00,11869.33572996914
2018-01-27 21:00:00,11634.859892282795
2018-01-28 00:00:00,12301.019365304008
2018-01-28 03:00:00,11027.990910976398
2018-01-28 06:00:00,10731.288477464852
2018-01-28 09:00:00,11328.758089350182
2018-01-28 12:00:00,12238.484032215838
2018-01-28 15:00:00,12594.678909369926
2018-01-28 18:00:00,13349.524302370988
2018-01-28 21:00:00,12672.404552885462
2018-01-29 00:00:00,13889.727770207983
2018-01-29 03:00:00,12912.011846998337
2018-01-29 06:00:00,12228.427639743884
2018-01-29 09:00:00,10781.198235835378
2018-01-29 12:00:00,12969.236279927742
2018-01-29 15:00:00,11985.91191529528
2018-01-29 18:00:00,12132.282156246518
2018-01-29 21:00:00,12840.316706788406
2018-01-30 00:00:00,11457.555977519918
2018-01-30 03:00:00,11617.195642516446
2018-01-30 06:00:00,10895.96542841525
2018-01-30 09:00:00,11130.48933089122
2018-01-30 12:00:00,12195.190190233143
2018-01-30 15:00:00,12165.407115628777
2018-01-30 18:00:00,12181.225245019918
2018-01-30 21:00:00,11648.036447059374
2018-01-31 00:00:00,11145.33224709404
2018-01-31 03:00:00,10763.00487596059
2018-01-31 06:00:00,9923.81071864842
2018-01-31 09:00:00,10138.83341353135
2018-01-31 12:00:00,12279.779150476963
2018-01-31 15:00:00,11850.238801907322
2018-01-31 18:00:00,10701.103262705623
2018-01-31 21:00:00,11301.092218513011
2018-02-01 00:00:00,10898.354528837346
2018-02-01 03:00:00,9335.676469066962
2018-02-01 06:00:00,8989.866646450895
2018-02-01 09:00:00,8798.757947910744
2018-02-01 12:00:00,8453.726381792567
2018-02-01 15:00:00,8034.707176013278
2018-02-01 18:00:00,9449.521023350586
2018-02-01 21:00:00,9749.037804160858
2018-02-02 00:00:00,8386.255275865084
2018-02-02 03:00:00,9987.950171558809
2018-02-02 06:00:00,8777.195390376623
2018-02-02 09:00:00,10311.260999457345
2018-02-02 12:00:00,8897.541202472428
2018-02-02 15:00:00,9346.055878274074
2018-02-02 18:00:00,9369.783612179639
2018-02-02 21:00:00,9017.61418650902
2018-02-03 00:00:00,10433.101534970223
2018-02-03 03:00:00,10706.991149924266
2018-02-03 06:00:00,10682.707950761742
2018-02-03 09:00:00,9104.124147282804
2018-02-03 12:00:00,9554.903979943878
2018-02-03 15:00:00,7779.770443070447
2018-02-03 18:00:00,8640.846394215927
2018-02-03 21:00:00,8440.153403544964
2018-02-04 00:00:00,8676.57014785539
2018-02-04 03:00:00,9317.549846414317
2018-02-04 06:00:00,10024.27900853291
2018-02-04 09:00:00,10126.139468100957
2018-02-04 12:00:00,10855.350062752428
2018-02-04 15:00:00,10552.473321556483
2018-02-04 18:00:00,10284.718877532618
2018-02-04 21:00:00,10258.411539103063
2018-02-05 00:00:00,9356.339822046442
2018-02-05 03:00:00,9610.72658590163
2018-02-05 06:00:00,10366.04063835339
2018-02-05 09:00:00,11246.182486172589
2018-02-05 12:00:00,11443.404688748502
2018-02-05 15:00:00,10688.112685977876
2018-02-05 18:00:00,10613.256185911468
2018-02-05 21:00:00,9912.334535170521
2018-02-06 00:00:00,10338.376891192616
2018-02-06 03:00:00,10724.83852442936
2018-02-06 06:00:00,11667.365060095171
2018-02-06 09:00:00,11189.77024878169
2018-02-06 12:00:00,11280.469361810246
2018-02-06 15:00:00,10627.380930821624
2018-02-06 18:00:00,11611.396380391743
2018-02-06 21:00:00,9452.035814490891
2018-02-07 00:00:00,10391.565699009076
2018-02-07 03:00:00,10513.295868748994
2018-02-07 06:00:00,9556.383220007589
2018-02-07 09:00:00,10465.775190332122
2018-02-07 12:00:00,11096.610408700053
2018-02-07 15:00:00,10518.201850611817
2018-02-07 18:00:00,10495.40059210537
2018-02-07 21:00:00,10443.084981029937
2018-02-08 00:00:00,7951.82564775362
2018-02-08 03:00:00,9642.061795681664
2018-02-08 06:00:00,10136.349236394135
2018-02-08 09:00:00,11163.538111501886
2018-02-08 12:00:00,11320.11899605181
2018-02-08 15:00:00,10931.499962567996
2018-02-08 18:00:00,10946.329590032632
2018-02-08 21:00:00,10684.66147434981
2018-02-09 00:00:00,10486.361341119335
2018-02-09 03:00:00,11254.22482240556
2018-02-09 06:00:00,11057.002723851274
2018-02-09 09:00:00,10589.781828022751
2018-02-09 12:00:00,10658.238681548886
2018-02-09 15:00:00,9919.894936765582
2018-02-09 18:00:00,10581.490313178221
2018-02-09 21:00:00,9472.076245129854
2018-02-10 00:00:00,9860.812196606415
2018-02-10 03:00:00,8584.974294838803
2018-02-10 06:00:00,8926.023836917182
2018-02-10 09:00:00,9021.447486371162
2018-02-10 12:00:00,8721.352219067698
2018-02-10 15:00:00,10806.665319446249
2018-02-10 18:00:00,10387.489356136348
2018-02-10 21:00:00,9724.096309203514
2018-02-11 00:00:00,10018.762185557027
2018-02-11 03:00:00,9586.450195434645
2018-02-11 06:00:00,9377.858472208698
2018-02-11 09:00:00,10908.297051093778
2018-02-11 12:00:00,8685.359985545412
2018-02-11 15:00:00,8301.435299853454
2018-02-11 18:00:00,8550.816724131168
2018-02-11 21:00:00,9603.95565497017
2018-02-12 00:00:00,8571.7916333387
2018-02-12 03:00:00,8570.491802093617
2018-02-12 06:00:00,9052.368435126167
2018-02-12 09:00:00,10851.55480914074
2018-02-12 12:00:00,9056.60140358875
2018-02-12 15:00:00,8376.567863634406
2018-02-12 18:00:00,10173.585868248701
2018-02-12 21:00:00,10472.559436943338
2018-02-13 00:00:00,10614.459204986175
2018-02-13 03:00:00,10180.920005811757
2018-02-13 06:00:00,10411.473575920925
2018-02-13 09:00:00,9160.840492015546
2018-02-13 12:00:00,7556.539183766221
2018-02-13 15:00:00,8751.57721222635
2018-02-13 18:00:00,8294.3776380611
2018-02-13 21:00:00,7608.224301587474
2018-02-14 00:00:00,8422.801153107408
2018-02-14 03:00:00,7881.526371648564
2018-02-14 06:00:00,8865.820937518045
2018-02-14 09:00:00,8224.497242057754
2018-02-14 12:00:00,8942.042498067995
2018-02-14 15:00:00,9225.476763579665
2018-02-14 18:00:00,9835.358072675694
2018-02-14 21:00:00,10980.454576509897
2018-02-15 00:00:00,10299.090856494731
2018-02-15 03:00:00,11682.033091352361
2018-02-15 06:00:00,12080.38445200103
2018-02-15 09:00:00,13380.450195784872
2018-02-15 12:00:00,13728.690116271895
2018-02-15 15:00:00,13270.22700897873
2018-02-15 18:00:00,13221.372587355665
2018-02-15 21:00:00,13348.597993921967
2018-02-16 00:00:00,11511.81735117311
2018-02-16 03:00:00,11490.050930108262
2018-02-16 06:00:00,12825.043452374257
2018-02-16 09:00:00,13448.986560851288
2018-02-16 12:00:00,13466.55928416544
2018-02-16 15:00:00,11833.935342552319
2018-02-16 18:00:00,10804.62515805096
2018-02-16 21:00:00,10201.681496278115
2018-02-17 00:00:00,10364.840362126586
2018-02-17 03:00:00,9119.903156354114
2018-02-17 06:00:00,10027.569092792262
2018-02-17 09:00:00,10483.22886329102
2018-02-17 12:00:00,11115.321419225927
2018-02-17 15:00:00,10938.052520296244
2018-02-17 18:00:00,11610.577504407165
2018-02-17 21:00:00,11284.88921953494
2018-02-18 00:00:00,10540.198323035484
2018-02-18 03:00:00,9327.79466827186
2018-02-18 06:00:00,9272.949686761369
2018-02-18 09:00:00,10716.880781489937
2018-02-18 12:00:00,11420.216382284436
2018-02-18 15:00:00,10492.055928477486
2018-02-18 18:00:00,10091.789602743562
2018-02-18 21:00:00,10397.874257775637
2018-02-19 00:00:00,10072.01965284801
2018-02-19 03:00:00,10337.33154150306
2018-02-19 06:00:00,10101.715000106295
2018-02-19 09:00:00,10535.361102048984
2018-02-19 12:00:00,10566.75518239401
2018-02-19 15:00:00,10166.199830590405
2018-02-19 18:00:00,10581.129556099195
2018-02-19 21:00:00,9999.025361264408
2018-02-20 00:00:00,9213.644448566289
2018-02-20 03:00:00,9116.414313976013
2018-02-20 06:00:00,10385.625377115848
2018-02-20 09:00:00,10613.611425055022
2018-02-20 12:00:00,9915.284291564898
2018-02-20 15:00:00,8487.367436543145
2018-02-20 18:00:00,7900.13266602208
2018-02-20 21:00:00,9145.025339648104
2018-02-21 00:00:00,8401.717704933557
2018-02-21 03:00:00,7669.42594653407
2018-02-21 06:00:00,7952.703752665004
2018-02-21 09:00:00,8242.795610619602
2018-02-21 12:00:00,9294.105610318138
2018-02-21 15:00:00,10114.835852204633
2018-02-21 18:00:00,12122.142112409163
2018-02-21 21:00:00,11625.835454686005
2018-02-22 00:00:00,10174.500381958285
2018-02-22 03:00:00,10605.839787174104
2018-02-22 06:00:00,10384.287517923767
2018-02-22 09:00:00,11351.346747303354
2018-02-22 12:00:00,12179.067081238794
2018-02-22 15:00:00,10726.584288765518
2018-02-22 18:00:00,10760.934124097348
2018-02-22 21:00:00,11530.070429380976
2018-02-23 00:00:00,9418.29834693391
2018-02-23 03:00:00,10174.366777309388
2018-02-23 06:00:00,10767.378417694148
2018-02-23 09:00:00,11439.76288213565
2018-02-23 12:00:00,11054.097811465102
2018-02-23 15:00:00,10963.623284259686
2018-02-23 18:00:00,11650.204514635307
2018-02-23 21:00:00,10832.76469666986
2018-02-24 00:00:00,11375.299975391274
2018-02-24 03:00:00,11263.218188102888
2018-02-24 06:00:00,10259.430740368738
2018-02-24 09:00:00,11131.056664109421
2018-02-24 12:00:00,10811.486581076868
2018-02-24 15:00:00,10743.935142641745
2018-02-24 18:00:00,10804.620881638893
2018-02-24 21:00:00,10103.49171744499
2018-02-25 00:00:00,9704.525645292353
2018-02-25 03:00:00,9515.381963138834
2018-02-25 06:00:00,9592.714172935843
2018-02-25 09:00:00,10883.480393380416
2018-02-25 12:00:00,11311.777569790574
2018-02-25 15:00:00,10609.20288911497
2018-02-25 18:00:00,10727.60806722701
2018-02-25 21:00:00,10983.757878189652
2018-02-26 00:00:00,11393.437755051771
2018-02-26 03:00:00,10195.315614756277
2018-02-26 06:00:00,10353.31399348375
2018-02-26 09:00:00,10030.308644744015
2018-02-26 12:00:00,10561.301204126738
2018-02-26 15:00:00,9685.885026535885
2018-02-26 18:00:00,8660.8935793317
2018-02-26 21:00:00,8060.22765726292
2018-02-27 00:00:00,8401.41266538763
2018-02-27 03:00:00,7792.038272890477
2018-02-27 06:00:00,8580.289738683052
2018-02-27 09:00:00,9009.998205292695
2018-02-27 12:00:00,10297.762302899186
2018-02-27 15:00:00,9523.955860824726
2018-02-27 18:00:00,9786.771744231111
2018-02-27 21:00:00,10355.788248993902
2018-02-28 00:00:00,7650.282698874935
2018-02-28 03:00:00,8871.205175061625
2018-02-28 06:00:00,8515.459286426894
2018-02-28 09:00:00,8028.807344442717
2018-02-28 12:00:00,8901.41155299923
2018-02-28 15:00:00,8063.5287991843525
2018-02-28 18:00:00,6738.707947320128
